return_id,order_id,return_reason,refund_amount
2897.0,88739.0,Damaged,634.06
2898.0,72019.0,,1181.09
2899.0,73528.0,Damaged ,1417.99
,95701.0,Wrong Item ,628.56
2901.0,91067.0,Wrong Item ,671.9
2902.0,86585.0,late,1105.99
2903.0,80195.0,late,-5.92
2904.0,81210.0,late,76.23
2905.0,, LATE ,1444.23
2906.0,,Wrong Item,646.69
2907.0,62616.0,late,723.24
2908.0,78976.0,,1162.53
2909.0,79930.0,Wrong Item,481.89
2910.0,68419.0,damaged,1474.6
2911.0,91830.0,damaged,1362.4
,,Damaged ,61.36
2913.0,77133.0,damaged ,167.5
2914.0,53233.0, Damaged,1019.56
2915.0,94262.0, LATE ,-6.28
2916.0,75868.0,LATE  ,920.17
2917.0,74487.0,,571.88
2918.0,60083.0,Late,
2919.0,72350.0,LATE  ,371.02
2920.0,72497.0,,
2921.0,, Late,891.12
2922.0,58849.0,Wrong Item ,589.02
2923.0,62358.0,,1197.73
2924.0,69300.0,damaged ,1308.41
2925.0,64507.0, Damaged,1216.55
2926.0,93743.0, LATE ,1496.26
2927.0,,WRONG ITEM,958.57
2928.0,98922.0,,1543.53
2929.0,82708.0,damaged ,1125.5
2930.0,80034.0,Wrong Item,1378.63
2931.0,78189.0, Wrong Item,445.37
,61959.0,Damaged,968.17
2933.0,85420.0,LATE ,
2934.0,70230.0,LATE ,1962.51
2935.0,,Late ,1533.78
,98086.0,LATE ,1983.36
2937.0,77848.0,LATE,395.03
2938.0,88163.0,late,659.94
2939.0,65891.0,LATE ,1439.19
2940.0,58552.0, Late,1576.55
2941.0,91358.0, Late,1829.47
2942.0,73829.0,Wrong Item,581.51
2943.0,98824.0,Late ,
,84622.0,late,-79.99
2945.0,75354.0,WRONG ITEM,1364.48
2946.0,64659.0,late,72.1
,89519.0,Wrong Item ,370.39
2948.0,99137.0, LATE ,896.48
,,,1779.35
2950.0,65805.0,damaged ,
2951.0,83059.0, Damaged,316.27
2952.0,,DAMAGED,1176.25
2953.0,, Late,962.77
2954.0,58510.0,Wrong Item ,1969.75
2955.0,82709.0,LATE ,1992.39
2956.0,70923.0,damaged ,1804.11
2957.0,61618.0,damaged ,1218.36
2958.0,71731.0,Late,1258.81
2959.0,59569.0,,1726.07
,67508.0, damaged,936.68
2961.0,92559.0,LATE,1748.83
2962.0,75514.0,Damaged,453.89
2963.0,82904.0,damaged,1931.69
2964.0,84964.0, damaged,
2965.0,,Late ,872.35
2966.0,71100.0,Wrong Item,348.25
,94476.0,Wrong Item ,1502.74
2968.0,59054.0,damaged,572.85
2969.0,74009.0,damaged ,492.63
2970.0,73050.0,LATE,299.39
2971.0,63334.0,,-53.18
2972.0,, Damaged,1986.86
2973.0,55858.0,late ,114.64
2974.0,96561.0,Late,1611.07
2975.0,75906.0, damaged,803.25
2976.0,,wrong item,1410.47
2977.0,82194.0, Late,1377.66
2978.0,85117.0,,1305.25
2979.0,76923.0,,91.57
2980.0,96120.0,Damaged ,214.51
2981.0,,damaged ,
2982.0,84682.0, Damaged,300.2
2983.0,83733.0,DAMAGED,240.38
2984.0,76181.0,LATE  ,222.15
2985.0,83433.0,LATE,368.86
2986.0,93614.0, Late,1376.92
2987.0,97377.0,Damaged,1109.57
2988.0,54895.0,late ,1318.44
2989.0,99729.0,DAMAGED,1640.87
2990.0,61393.0,late ,603.09
2991.0,69328.0,late ,148.74
2992.0,99809.0,LATE  ,1219.14
2993.0,64710.0,,1411.31
2994.0,64094.0,Damaged ,1425.49
2995.0,61933.0,Wrong Item,1014.43
2996.0,77557.0,DAMAGED,
2997.0,68606.0,Wrong Item ,359.52
2998.0,69555.0,DAMAGED,1063.42
,75174.0,late,1717.13
3000.0,52063.0,late,
3001.0,74620.0,LATE,676.33
3002.0,89595.0,Damaged ,1420.93
3003.0,, LATE ,
3004.0,75122.0, Wrong Item,1217.07
3005.0,90567.0,DAMAGED,1173.03
3006.0,74149.0,Wrong Item,819.58
3007.0,, damaged,175.74
3008.0,96547.0,Damaged,1089.84
3009.0,,Damaged,1520.58
3010.0,81098.0,damaged,
3011.0,58646.0,wrong item,1693.58
3012.0,85901.0,Late,1269.65
3013.0,,damaged,151.42
3014.0,53720.0,WRONG ITEM,1050.61
3015.0,53213.0,late,1697.65
3016.0,81730.0,LATE ,1407.64
3017.0,73267.0,damaged ,1746.18
3018.0,86089.0,LATE ,143.23
3019.0,94284.0,Late,59.85
3020.0,71758.0,Late ,
3021.0,,DAMAGED,835.66
3022.0,98645.0,late ,5.15
3023.0,70363.0,Damaged,
3024.0,84886.0,WRONG ITEM,1077.04
3025.0,65904.0,,1462.31
3026.0,92746.0,Damaged ,832.97
3027.0,99663.0, Wrong Item,1622.31
3028.0,59757.0,Damaged,-7.23
3029.0,83690.0, Damaged,1852.07
3030.0,91417.0, LATE ,1211.96
3031.0,78118.0,DAMAGED,152.71
3032.0,54859.0,wrong item,1172.26
3033.0,74332.0,damaged,1174.79
3034.0,58955.0,Damaged,1722.14
3035.0,,LATE,98.45
3036.0,81201.0, damaged,1950.87
3037.0,93658.0, damaged,402.83
3038.0,,damaged ,1397.94
3039.0,73400.0,Damaged ,1367.37
3040.0,63889.0,Damaged,223.81
3041.0,76308.0,,632.19
3042.0,57098.0,damaged,1936.75
3043.0,77887.0,Damaged,322.82
3044.0,86306.0,DAMAGED,1042.1
3045.0,81376.0,Late ,420.5
,96346.0, damaged,1278.33
3047.0,83660.0,Wrong Item ,978.5
3048.0,96311.0,Wrong Item ,1667.69
3049.0,70261.0,DAMAGED,
3050.0,,LATE,162.72
3051.0,56546.0,Damaged ,1219.73
3052.0,73572.0, Wrong Item,1474.09
3053.0,73841.0,Wrong Item,559.35
3054.0,,Late ,
3055.0,, Wrong Item,1622.04
3056.0,91048.0,Damaged ,156.79
3057.0,56331.0,DAMAGED,423.13
3058.0,73431.0,WRONG ITEM,146.7
3059.0,83845.0, Late,-59.69
3060.0,,DAMAGED,1416.05
3061.0,86549.0,WRONG ITEM,40.61
3062.0,69050.0,Wrong Item ,1521.61
3063.0,99090.0,damaged ,1386.01
3064.0,89780.0,LATE  ,1159.01
3065.0,89328.0,Late ,965.54
3066.0,71136.0,Damaged,1463.97
3067.0,90157.0,Late,1857.51
3068.0,,DAMAGED,544.62
3069.0,85104.0,wrong item,1157.87
3070.0,65945.0, damaged,1851.9
3071.0,88404.0,Late,373.96
3072.0,54994.0,Late ,
3073.0,91422.0,Damaged,1702.08
3074.0,, Wrong Item,40.33
3075.0,79517.0,DAMAGED,856.08
3076.0,,LATE,172.66
3077.0,52984.0,Wrong Item ,
3078.0,,DAMAGED,-99.11
3079.0,65827.0,late,281.34
3080.0,78912.0,late ,558.13
,74127.0,DAMAGED,427.45
3082.0,59667.0, damaged,1591.77
3083.0,64498.0,damaged ,840.33
3084.0,,Late,943.1
3085.0,82245.0,,690.4
3086.0,81353.0,Wrong Item,630.82
,88769.0,Late ,
3088.0,72421.0,late,1252.65
3089.0,62554.0,LATE,620.4
3090.0,76864.0,late,
3091.0,58788.0,late,651.04
3092.0,82529.0, LATE ,
3093.0,72491.0,damaged ,1611.58
,83487.0,DAMAGED,1673.13
3095.0,73435.0,Damaged,1889.25
3096.0,56948.0,,219.44
3097.0,85069.0,DAMAGED,239.34
3098.0,,Late ,1135.78
3099.0,80727.0,LATE  ,
3100.0,79597.0,LATE  ,950.06
3101.0,81829.0,LATE ,-0.73
3102.0,,Late ,614.39
,67791.0,DAMAGED,1134.33
3104.0,69463.0,,450.91
3105.0,79421.0,Damaged ,1290.1
3106.0,,,
3107.0,,Late ,1648.38
3108.0,97139.0,DAMAGED,765.76
3109.0,94567.0, damaged,381.85
3110.0,, Wrong Item,-24.14
3111.0,60187.0,damaged ,1000.57
3112.0,,late,168.73
3113.0,96184.0,damaged,1004.19
3114.0,79849.0,,1147.23
3115.0,94122.0, Late,635.54
3116.0,,,1854.71
3117.0,52236.0,damaged,1949.56
3118.0,57055.0,WRONG ITEM,895.57
3119.0,70582.0,Wrong Item ,1461.08
3120.0,71857.0,LATE ,191.32
3121.0,72843.0, LATE ,787.91
3122.0,59620.0,WRONG ITEM,1232.45
3123.0,87387.0,late ,-36.55
3124.0,, LATE ,1778.8
3125.0,88434.0,Damaged ,546.37
3126.0,74003.0,damaged,-75.33
3127.0,,damaged,43.69
,67469.0, LATE ,346.28
3129.0,87301.0,LATE  ,134.02
3130.0,55617.0, LATE ,395.91
3131.0,97702.0,Wrong Item ,1508.57
3132.0,61373.0, Late,720.05
3133.0,60019.0,damaged,193.74
,57522.0,,1795.77
3135.0,79881.0,Late ,278.18
,88917.0,Damaged,-81.47
3137.0,50735.0,,1372.27
3138.0,79922.0,Wrong Item,1572.56
,94728.0, Wrong Item,1569.83
3140.0,96543.0,Late ,4.96
3141.0,89875.0,Damaged,1988.97
,63140.0,damaged ,1251.75
3143.0,78851.0, Damaged,1589.67
3144.0,63651.0,Wrong Item,-31.94
,,wrong item,718.56
3146.0,65894.0,Wrong Item,380.33
3147.0,66246.0,Late ,187.55
3148.0,57178.0,Damaged,1783.92
3149.0,90836.0,damaged,1612.26
3150.0,80997.0,LATE,1759.61
3151.0,86428.0, Wrong Item,1699.93
3152.0,55907.0,Late ,658.38
3153.0,,Late,345.36
,,late,856.6
3155.0,59866.0,damaged,1778.76
3156.0,56267.0,Late ,1922.91
,79852.0,late ,-63.48
3158.0,89781.0,,300.72
3159.0,81382.0, Damaged,1240.15
3160.0,95199.0,,721.86
3161.0,91865.0,late ,776.71
3162.0,86802.0, damaged,1798.13
3163.0,90750.0,WRONG ITEM,-66.85
,63226.0,DAMAGED,
3165.0,51779.0,Damaged,672.49
3166.0,90700.0,Damaged ,755.2
3167.0,64514.0,Damaged,898.39
,52535.0,damaged ,623.49
3169.0,,Late ,-30.63
3170.0,67476.0,Late ,638.25
3171.0,92503.0,,-75.94
3172.0,84127.0, damaged,-3.96
3173.0,95097.0, Wrong Item,822.19
3174.0,, damaged,475.31
3175.0,88534.0,Wrong Item ,1642.37
3176.0,99532.0,WRONG ITEM,1144.06
3177.0,64673.0,Late ,643.19
3178.0,63053.0,LATE ,-66.72
3179.0,,Wrong Item ,206.74
3180.0,54195.0,damaged,43.9
3181.0,, Damaged,1590.09
3182.0,58825.0,,1405.33
3183.0,,Damaged,450.55
3184.0,77212.0,damaged,1606.68
3185.0,61469.0,DAMAGED,-17.91
3186.0,87518.0,Damaged ,1301.33
3187.0,50332.0,Damaged ,1119.48
,,,
,59533.0,Wrong Item ,1043.72
3190.0,78911.0,Wrong Item ,1180.65
3191.0,69899.0,LATE  ,1132.67
3192.0,,damaged ,666.45
3193.0,89228.0,Late ,1516.91
3194.0,58676.0,damaged,1525.44
3195.0,94285.0,wrong item,1165.46
3196.0,57028.0,Late,810.3
3197.0,,late ,1407.65
3198.0,61410.0,DAMAGED,835.91
3199.0,93297.0,,984.08
3200.0,87822.0, Damaged,1246.56
3201.0,,Late ,81.26
3202.0,98541.0,,496.57
3203.0,76853.0,Late ,522.36
3204.0,,Wrong Item,489.59
,62508.0, Wrong Item,387.09
3206.0,,Damaged,408.15
3207.0,,Damaged,1494.14
3208.0,,late ,1074.19
3209.0,94108.0,LATE,53.76
3210.0,71771.0,LATE  ,1774.4
3211.0,73931.0,Late ,1433.21
3212.0,87130.0,late ,834.4
3213.0,63631.0,,50.61
3214.0,77321.0,WRONG ITEM,1180.45
3215.0,79617.0,damaged ,905.41
3216.0,83047.0,Late ,
3217.0,56791.0,Late,308.94
3218.0,79195.0, damaged,91.7
3219.0,87378.0,LATE,948.49
3220.0,67391.0, damaged,1134.42
3221.0,,Late ,1628.49
3222.0,58244.0,Late ,1873.44
3223.0,85223.0,Damaged ,
3224.0,79825.0,late,1059.25
,,,752.38
3226.0,,Wrong Item,683.63
3227.0,66553.0,Late,53.85
3228.0,94602.0, Wrong Item,
3229.0,68371.0,wrong item,11.33
3230.0,51308.0,Damaged ,482.38
3231.0,91099.0,LATE  ,1540.9
3232.0,,Late ,-79.02
3233.0,96223.0,Damaged,1830.38
,51116.0,Damaged,8.83
3235.0,99583.0,Late ,699.75
3236.0,96324.0, Damaged,913.9
3237.0,85755.0,,753.93
3238.0,50173.0,Damaged,168.47
3239.0,77427.0,Damaged ,1575.68
3240.0,52475.0,WRONG ITEM,1991.26
3241.0,75182.0,Wrong Item,1959.31
3242.0,,DAMAGED,134.5
3243.0,85106.0,DAMAGED,
3244.0,84806.0,damaged ,773.39
3245.0,81282.0,Late ,304.68
3246.0,88480.0,,
3247.0,97182.0,Wrong Item ,1371.29
3248.0,81440.0,damaged,-98.68
3249.0,80324.0,Damaged ,1131.86
3250.0,, damaged,695.34
3251.0,58072.0,,1416.6
3252.0,98585.0,damaged ,1042.9
3253.0,58370.0,,1139.96
,53607.0,Damaged,561.95
,72300.0,wrong item,
3256.0,79709.0, damaged,-66.01
,86662.0,LATE,356.69
3258.0,70465.0,Damaged,881.06
3259.0,67122.0,damaged ,1824.04
3260.0,,DAMAGED,527.67
,92841.0,damaged ,1659.25
3262.0,62590.0, LATE ,823.56
3263.0,86427.0,damaged ,79.06
3264.0,59959.0,Late ,694.85
3265.0,73456.0,Late ,1654.9
3266.0,58363.0, Late,1105.64
3267.0,68524.0,Late,753.99
3268.0,,damaged ,782.99
3269.0,82002.0,DAMAGED,1906.14
3270.0,86157.0,Wrong Item ,653.71
3271.0,75201.0,late ,801.58
3272.0,, LATE ,1811.77
3273.0,78541.0,Wrong Item ,503.54
3274.0,63270.0,,
3275.0,55133.0, Late,1233.11
3276.0,,Late ,1473.17
3277.0,85499.0,Damaged,1903.4
3278.0,88965.0, LATE ,-30.31
3279.0,, LATE ,
3280.0,86385.0, Damaged,1625.04
3281.0,57156.0, Late,1524.17
,52743.0,Damaged,
3283.0,92282.0,wrong item,767.23
3284.0,61020.0,LATE ,1069.06
3285.0,79485.0,Late ,24.78
3286.0,51854.0,Late,
3287.0,57546.0,WRONG ITEM,146.53
3288.0,52857.0,late ,897.0
,58003.0,damaged ,-23.55
3290.0,53836.0,wrong item,1090.21
3291.0,68304.0,LATE ,209.64
3292.0,50500.0,Damaged,1670.47
3293.0,94178.0,Damaged,312.16
3294.0,87640.0,wrong item,1390.09
,90076.0, damaged,1181.15
3296.0,52211.0, Late,706.58
3297.0,69877.0,late,1091.6
3298.0,90964.0,late,814.63
3299.0,,damaged ,1920.99
3300.0,53671.0,damaged ,1227.66
3301.0,93773.0,Late ,1824.61
3302.0,,LATE  ,1032.5
3303.0,59031.0,damaged,1916.24
3304.0,69552.0,LATE  ,
3305.0,57737.0,damaged,750.34
3306.0,62380.0,Damaged,1739.53
3307.0,50449.0, Late,3.57
3308.0,70232.0,Damaged ,1426.46
3309.0,83167.0,Damaged,1002.56
3310.0,66590.0,Wrong Item,1761.13
3311.0,,,1500.74
3312.0,55049.0,Late ,
3313.0,86527.0,late ,775.01
3314.0,60469.0,WRONG ITEM,20.27
3315.0,,LATE ,-95.32
3316.0,,Wrong Item ,1694.23
3317.0,70991.0,damaged,1490.98
3318.0,,Late,
3319.0,58263.0,Damaged,
3320.0,90155.0, Wrong Item,246.51
,92229.0,Damaged,1048.32
3322.0,,WRONG ITEM,951.47
3323.0,65796.0, Late,647.71
3324.0,61037.0,late,91.23
,79766.0,damaged,55.17
3326.0,76113.0,damaged ,1861.61
3327.0,93567.0,DAMAGED,1584.45
,55452.0,Damaged ,1576.67
3329.0,95825.0,LATE ,1392.34
3330.0,51372.0,Late ,-0.24
3331.0,68932.0,,223.99
3332.0,,LATE,1875.25
,63181.0,Wrong Item ,1328.09
3334.0,54171.0,wrong item,1913.42
3335.0,84338.0,LATE,100.28
3336.0,74116.0,Late,
3337.0,,damaged,-37.33
3338.0,88768.0,wrong item,1721.13
3339.0,56473.0,late,1397.13
3340.0,76237.0,Wrong Item ,642.16
3341.0,95788.0,LATE ,1902.34
,97154.0, Late,-87.46
3343.0,90115.0,Wrong Item ,405.02
3344.0,77704.0,Late ,1546.9
3345.0,99887.0,Damaged,1571.72
3346.0,,damaged ,1959.66
3347.0,85719.0, Wrong Item,1114.3
3348.0,58263.0,LATE,1835.99
3349.0,65402.0,Damaged,521.6
3350.0,67650.0,DAMAGED,
3351.0,64560.0, Late,1385.03
3352.0,75091.0,Damaged,497.06
,94741.0,Damaged,1054.97
3354.0,,damaged ,29.52
3355.0,50401.0,damaged ,
,,Damaged,899.11
3357.0,93501.0,,641.32
3358.0,66337.0,DAMAGED,1265.1
3359.0,54480.0,damaged,1268.75
3360.0,,damaged ,1961.04
3361.0,,late ,1424.27
3362.0,83690.0,DAMAGED,1544.17
3363.0,84872.0, damaged,1891.83
3364.0,,Late ,1428.58
3365.0,99820.0,damaged,814.98
3366.0,55450.0,,579.66
3367.0,83974.0,DAMAGED,1968.23
3368.0,,WRONG ITEM,1766.12
,85598.0,damaged,992.38
3370.0,,Wrong Item ,920.79
3371.0,97403.0,damaged,397.86
,,Damaged,156.66
3373.0,70369.0,Late ,-9.43
3374.0,84897.0, Late,1132.34
3375.0,53592.0, damaged,808.89
3376.0,89447.0,Damaged ,1590.36
,92211.0,Wrong Item ,1708.9
3378.0,94265.0,LATE  ,384.31
3379.0,, Wrong Item,280.93
3380.0,65222.0,Late ,-31.6
3381.0,82539.0,LATE ,48.4
3382.0,63079.0,Wrong Item ,1425.03
3383.0,95269.0, LATE ,676.81
3384.0,53038.0,damaged ,1147.38
3385.0,55625.0, LATE ,90.22
3386.0,96403.0,LATE  ,856.52
3387.0,50817.0,,307.3
,91822.0,,1842.45
3389.0,, damaged,487.46
,51823.0,,639.65
3391.0,96752.0,damaged,333.18
3392.0,59005.0,LATE,434.38
3393.0,,Damaged ,-31.65
3394.0,91082.0,WRONG ITEM,1027.99
3395.0,74487.0,Damaged,1019.96
3396.0,56201.0,damaged ,1953.58
,77633.0, Damaged,51.74
3398.0,53740.0,LATE  ,
3399.0,79442.0,late ,1671.61
3400.0,, Late,1764.58
3401.0,62274.0, Wrong Item,175.53
3402.0,92240.0,DAMAGED,662.44
3403.0,54708.0, LATE ,147.57
3404.0,87587.0,Late,1978.95
3405.0,,LATE ,278.97
3406.0,,Wrong Item,260.27
3407.0,85846.0,Damaged,840.18
,79823.0,Late ,230.34
3409.0,89939.0,late ,1002.21
3410.0,72370.0, Wrong Item,827.41
3411.0,50144.0,DAMAGED,1915.23
3412.0,68127.0,damaged,230.76
,90116.0, Damaged,193.29
,68580.0,LATE,1430.85
3415.0,83686.0,,832.12
3416.0,91638.0,,1637.18
3417.0,61683.0,damaged,1025.74
3418.0,93278.0,Damaged ,1389.21
3419.0,94169.0,Wrong Item ,1678.2
3420.0,63697.0,DAMAGED,1160.15
3421.0,80445.0,LATE  ,1921.91
3422.0,55796.0,WRONG ITEM,290.62
3423.0,61240.0, LATE ,727.17
3424.0,,LATE,1447.17
3425.0,65189.0, Late,1244.77
3426.0,,DAMAGED,1760.61
3427.0,64547.0,Damaged ,
3428.0,54818.0,,1078.25
3429.0,89450.0,wrong item,738.77
3430.0,71905.0,Wrong Item,287.29
3431.0,,Damaged,1575.65
3432.0,,LATE ,1129.64
3433.0,93308.0,Damaged ,1070.81
3434.0,,Damaged,1515.5
3435.0,74100.0,Damaged,1138.98
3436.0,62712.0,damaged ,419.96
3437.0,79087.0, damaged,
3438.0,,DAMAGED,
3439.0,52433.0,Damaged ,1625.99
3440.0,96411.0,DAMAGED,534.86
3441.0,94942.0,,364.54
3442.0,85911.0,Damaged ,1926.27
3443.0,90681.0,Wrong Item ,788.15
3444.0,72522.0,,1845.76
3445.0,52991.0, LATE ,335.25
3446.0,79505.0,Damaged,1882.49
3447.0,59909.0,,1341.13
3448.0,,WRONG ITEM,537.23
3449.0,73794.0,Late,808.02
3450.0,80587.0,damaged,1728.77
3451.0,,Late,-17.78
3452.0,76614.0,LATE,45.28
3453.0,,Wrong Item,1910.82
3454.0,61434.0,,1886.64
3455.0,79350.0,LATE ,1276.94
3456.0,80861.0, Late,159.95
,53601.0,DAMAGED,1170.12
3458.0,89700.0,LATE,1775.9
3459.0,78333.0,Late,165.03
3460.0,62169.0,LATE  ,1093.36
3461.0,62651.0, Damaged,854.53
3462.0,95621.0, LATE ,543.24
3463.0,88091.0,WRONG ITEM,431.36
,95551.0,late,1883.0
3465.0,59515.0, Wrong Item,1299.06
3466.0,51793.0,DAMAGED,545.62
3467.0,,damaged ,1294.63
3468.0,94775.0,damaged,-44.51
3469.0,62209.0,LATE ,902.57
3470.0,72191.0,DAMAGED,1919.6
3471.0,81411.0, Wrong Item,1486.22
3472.0,71966.0,Damaged ,240.06
3473.0,, Damaged,405.22
3474.0,73004.0,,
3475.0,87409.0,,1763.0
3476.0,92124.0,,1383.31
3477.0,62645.0, Damaged,1484.97
3478.0,98067.0,damaged,
3479.0,86398.0,LATE  ,1295.27
3480.0,,LATE,770.41
3481.0,74973.0,LATE ,1183.62
3482.0,62218.0,,-14.62
3483.0,,Damaged ,1974.14
3484.0,,Damaged,1721.65
3485.0,92333.0,late ,1650.92
3486.0,94498.0,late,473.21
3487.0,,Damaged,993.06
3488.0,99620.0,damaged,907.39
3489.0,66735.0,damaged,
3490.0,,,291.62
3491.0,67831.0,wrong item,1876.27
3492.0,97796.0,DAMAGED,550.39
,91248.0,late,-8.76
3494.0,93040.0,late,1485.59
3495.0,,LATE,1258.23
3496.0,69729.0,,1825.7
3497.0,67758.0,Wrong Item,377.58
3498.0,73544.0,damaged,439.95
3499.0,65857.0, LATE ,1052.23
3500.0,59101.0,,1307.64
3501.0,73244.0,WRONG ITEM,1056.02
3502.0,99492.0,damaged,1130.21
3503.0,,Damaged ,661.65
3504.0,65747.0, damaged,
3505.0,,DAMAGED,8.95
3506.0,81093.0,late ,1481.91
3507.0,, damaged,1261.32
3508.0,, Wrong Item,1418.39
,57617.0,Wrong Item,710.42
3510.0,93723.0,LATE  ,1781.45
3511.0,69847.0,Damaged,1520.53
3512.0,58991.0,Late ,998.56
3513.0,88185.0,Late ,402.05
3514.0,68403.0,,245.97
3515.0,79088.0,LATE,1302.56
3516.0,89538.0,wrong item,1640.38
3517.0,89673.0,late,
3518.0,74572.0,wrong item,-74.37
3519.0,88389.0,,-37.33
3520.0,69709.0,damaged,107.43
3521.0,97764.0,LATE  ,1990.67
,76883.0,LATE,1125.54
3523.0,58880.0, damaged,1981.88
3524.0,,Damaged,689.96
3525.0,85233.0,damaged,1118.62
3526.0,79969.0, damaged,-18.67
3527.0,,,1894.33
3528.0,57905.0,late ,211.7
3529.0,56398.0,wrong item,
3530.0,92319.0,LATE,1390.58
3531.0,,damaged,934.39
3532.0,90048.0,damaged,1631.04
3533.0,64961.0,Damaged,-11.21
3534.0,,,153.88
3535.0,66146.0,Late ,791.72
3536.0,69013.0,damaged,1012.36
3537.0,74277.0,,210.14
3538.0,66616.0, Late,64.44
3539.0,90488.0, Late,306.47
3540.0,84567.0,late,994.78
3541.0,83395.0,wrong item,
3542.0,88648.0,,1705.28
3543.0,77787.0, Damaged,107.87
3544.0,61972.0,wrong item,751.44
3545.0,93016.0,,292.55
3546.0,97940.0,Damaged,106.9
3547.0,,,1481.81
3548.0,73640.0, Wrong Item,1776.14
3549.0,77516.0,Damaged,
3550.0,,wrong item,151.47
3551.0,,DAMAGED,761.9
3552.0,62865.0,,1368.6
3553.0,81041.0, damaged,724.69
3554.0,51556.0,DAMAGED,4.26
3555.0,74176.0,damaged,1406.22
3556.0,,WRONG ITEM,750.52
3557.0,,DAMAGED,1618.98
3558.0,52131.0, Late,
,,damaged ,1531.93
,90577.0,late ,787.06
3561.0,,,1823.86
3562.0,58349.0, LATE ,1721.94
3563.0,78662.0,LATE ,1129.01
3564.0,62543.0,Damaged,1312.43
3565.0,86850.0,damaged,
,52491.0,Late ,
3567.0,67275.0,LATE ,
3568.0,80504.0,,159.32
3569.0,,damaged,495.59
3570.0,60794.0, Late,1678.35
3571.0,70549.0,,
3572.0,87111.0,Wrong Item,1816.27
3573.0,61824.0,Damaged,1859.24
3574.0,66876.0,LATE,
3575.0,,Damaged,1562.35
,73584.0,damaged ,1881.86
3577.0,,Late ,760.43
3578.0,67250.0,late,1045.82
,69554.0,late ,766.97
3580.0,68438.0,Wrong Item,1583.52
3581.0,78666.0,damaged,400.13
,59218.0,damaged,-47.99
3583.0,79031.0, LATE ,83.86
3584.0,82230.0,Damaged,1735.74
3585.0,62314.0,,512.84
3586.0,, Damaged,492.21
,76658.0,,646.06
3588.0,65026.0,damaged ,552.62
3589.0,56201.0, damaged,1009.57
3590.0,76902.0, damaged,1859.64
3591.0,95708.0,LATE ,1606.68
3592.0,67581.0,Late ,1377.22
3593.0,55722.0,late,
3594.0,96041.0,,1175.97
3595.0,75766.0,WRONG ITEM,1945.18
3596.0,76904.0, damaged,1308.6
3597.0,95532.0,late,909.8
3598.0,, Wrong Item,118.78
3599.0,79487.0,damaged,842.44
3600.0,82831.0,late,512.02
3601.0,91427.0,Wrong Item,642.34
3602.0,55506.0,LATE,1499.45
3603.0,,Damaged ,339.74
3604.0,98005.0, Wrong Item,528.73
3605.0,,Damaged,558.5
,75926.0,Wrong Item,249.24
3607.0,56442.0, Damaged,1182.13
3608.0,76333.0, Damaged,144.91
3609.0,54658.0,late,581.99
3610.0,93562.0,WRONG ITEM,127.17
3611.0,63622.0,,
3612.0,,Late ,778.12
3613.0,96349.0,Wrong Item ,429.84
3614.0,61509.0,LATE ,1135.95
3615.0,96690.0,,1682.91
3616.0,72353.0,,1906.96
3617.0,,Wrong Item,-53.35
3618.0,57573.0,,360.96
3619.0,77516.0,Late,
3620.0,80144.0,Damaged,
3621.0,, Late,1518.92
3622.0,64127.0,late ,1362.07
3623.0,68041.0,Damaged,1050.91
3624.0,85263.0,Late,1409.87
3625.0,93401.0,damaged,1808.93
3626.0,54085.0,wrong item,219.14
3627.0,,damaged ,1073.54
3628.0,89426.0,Late ,1885.82
3629.0,,late,548.45
3630.0,61243.0,damaged,1656.53
,,Late ,1464.15
3632.0,,LATE  ,1519.29
3633.0,71451.0,Late,1422.12
3634.0,83406.0,WRONG ITEM,606.24
3635.0,64983.0,Damaged,1005.79
3636.0,73413.0,WRONG ITEM,1821.67
3637.0,86854.0, Late,913.87
3638.0,,damaged,1964.94
3639.0,,Damaged ,41.22
3640.0,98167.0,Wrong Item,382.32
3641.0,74769.0,DAMAGED,
3642.0,58649.0,Late,624.55
3643.0,69531.0,Wrong Item ,
,82457.0,damaged ,1725.46
,60275.0,damaged,394.76
3646.0,61508.0, damaged,-50.71
3647.0,83341.0,LATE,946.9
3648.0,87498.0,Late ,1994.49
3649.0,, Damaged,1959.26
,68076.0,late,597.92
3651.0,, Wrong Item,698.25
3652.0,,LATE  ,1053.99
3653.0,84236.0, Late,297.63
3654.0,50204.0,DAMAGED,285.54
3655.0,78811.0, damaged,361.86
3656.0,69369.0,WRONG ITEM,1678.7
,54464.0,late,634.93
,72678.0,,629.46
3659.0,,DAMAGED,1224.69
3660.0,80842.0,damaged ,96.93
3661.0,68020.0,Damaged,1171.91
3662.0,98676.0,LATE,1530.23
3663.0,97525.0,,1737.55
,86518.0,DAMAGED,1083.38
,84859.0,Wrong Item ,-65.65
3666.0,78438.0,LATE  ,
,55668.0, damaged,635.47
3668.0,88708.0, Damaged,766.39
3669.0,63258.0,damaged,1030.06
3670.0,55495.0,damaged,1647.84
3671.0,, LATE ,1347.31
3672.0,92564.0,Damaged,
3673.0,88155.0,late,-78.55
3674.0,76806.0,Wrong Item ,1179.53
,80832.0,DAMAGED,551.75
3676.0,79520.0,,13.34
3677.0,54822.0,LATE,398.08
3678.0,,DAMAGED,1466.27
3679.0,50112.0,Damaged,380.25
3680.0,74517.0, Late,1352.85
3681.0,81845.0,,1982.54
3682.0,, damaged,887.68
