inventory_id,product_id,warehouse_id,stock_level,last_updated
7261.0,,332.0,686.0,2024-02-07
7262.0,2401.0,326.0,3300.0,2025-05-26
7263.0,3141.0,395.0,1341.0,2025-04-22
7264.0,,396.0,2969.0,2022-10-31
7265.0,6649.0,,3904.0,2024-11-28
7266.0,4704.0,351.0,2047.0,
7267.0,5386.0,300.0,4751.0,2023-09-05
,3787.0,317.0,1575.0,2023-09-20
7269.0,6160.0,315.0,3702.0,2024-07-10
7270.0,5881.0,,,2025-04-22
7271.0,2221.0,362.0,4905.0,2025-03-26
7272.0,2758.0,347.0,63.0,2024-07-30
7273.0,3465.0,397.0,675.0,2021-01-21
7274.0,4056.0,328.0,4838.0,2023-10-31
7275.0,3029.0,,2176.0,2023-12-07
7276.0,6251.0,360.0,2012.0,2024-08-05
7277.0,3118.0,379.0,1292.0,
7278.0,3329.0,387.0,92.0,2021-07-11
7279.0,,334.0,2989.0,2025-11-11
7280.0,,,4337.0,2021-04-12
7281.0,4267.0,,3198.0,2021-08-24
,,362.0,1881.0,2023-12-15
7283.0,4947.0,369.0,90.0,2023-12-18
7284.0,6258.0,336.0,3801.0,2023-04-21
7285.0,,,3037.0,
7286.0,2006.0,315.0,4421.0,2025-12-05
7287.0,5896.0,392.0,-88.0,2025-12-28
7288.0,,315.0,1776.0,2022-04-22
7289.0,2795.0,329.0,4406.0,2022-09-02
7290.0,,318.0,,2021-04-15
7291.0,5664.0,397.0,,2021-10-25
7292.0,6574.0,337.0,598.0,2022-07-04
7293.0,3986.0,316.0,3118.0,
7294.0,6743.0,385.0,4048.0,
7295.0,,398.0,1916.0,2023-07-10
7296.0,,357.0,517.0,2024-12-11
7297.0,,373.0,,2025-03-21
,3477.0,390.0,3517.0,2022-09-05
7299.0,3417.0,369.0,,2025-07-28
7300.0,2634.0,371.0,3792.0,2021-07-06
7301.0,5805.0,330.0,,2024-01-20
7302.0,4932.0,371.0,4702.0,2022-12-21
7303.0,6742.0,,321.0,2023-05-06
7304.0,,,2181.0,2021-03-21
7305.0,2551.0,307.0,3471.0,2025-12-12
7306.0,5350.0,318.0,3104.0,2023-07-01
7307.0,,,2155.0,2022-07-24
7308.0,4210.0,,4689.0,2023-12-08
7309.0,6814.0,,4174.0,2025-04-15
7310.0,2002.0,,3450.0,2024-07-30
,5332.0,386.0,783.0,2023-04-27
7312.0,2774.0,,1768.0,2023-08-08
7313.0,3166.0,318.0,4934.0,2024-06-29
7314.0,3719.0,,3337.0,2022-05-12
7315.0,5827.0,305.0,4764.0,2024-01-31
7316.0,4518.0,368.0,4204.0,2023-10-04
7317.0,6275.0,,2995.0,2021-10-23
,5203.0,352.0,2087.0,2024-05-03
7319.0,4123.0,369.0,,2022-12-15
7320.0,6857.0,383.0,4225.0,2024-04-19
7321.0,6116.0,382.0,2185.0,
7322.0,6117.0,359.0,1090.0,2025-07-07
7323.0,6224.0,384.0,1668.0,2022-01-02
7324.0,,352.0,4718.0,2025-06-03
7325.0,6476.0,305.0,141.0,2022-04-06
7326.0,3809.0,382.0,2297.0,2022-07-14
7327.0,3357.0,365.0,2177.0,2021-10-10
7328.0,5761.0,358.0,158.0,2023-07-29
7329.0,2083.0,339.0,,2022-11-19
7330.0,6352.0,331.0,243.0,2024-06-10
7331.0,2712.0,346.0,231.0,2021-03-16
7332.0,2664.0,,,2023-07-20
7333.0,5629.0,311.0,4134.0,2024-01-22
7334.0,5674.0,394.0,3313.0,2021-11-28
7335.0,5170.0,315.0,332.0,2024-05-15
7336.0,4847.0,338.0,4669.0,2022-08-06
7337.0,2707.0,346.0,663.0,2025-09-08
7338.0,,,920.0,2023-06-16
7339.0,6510.0,321.0,4602.0,2025-07-04
7340.0,5002.0,330.0,4106.0,2021-06-30
7341.0,3860.0,395.0,2035.0,2021-01-23
7342.0,4777.0,379.0,,2021-07-22
7343.0,5044.0,317.0,193.0,2022-08-09
7344.0,,330.0,397.0,2023-11-12
7345.0,,304.0,3752.0,2023-12-16
7346.0,4896.0,397.0,862.0,
7347.0,3780.0,309.0,4737.0,2025-12-07
,,388.0,1175.0,2021-04-16
7349.0,,369.0,137.0,2025-07-11
,4344.0,366.0,2993.0,2024-09-15
7351.0,,327.0,3736.0,
7352.0,,318.0,1034.0,2023-05-24
7353.0,5129.0,,4346.0,2023-02-27
7354.0,4179.0,362.0,1734.0,2021-08-21
7355.0,6846.0,,2966.0,2022-07-24
7356.0,2908.0,358.0,308.0,2025-09-08
7357.0,,394.0,4061.0,2023-03-19
7358.0,6730.0,336.0,,2025-12-09
7359.0,2729.0,321.0,3638.0,2025-11-25
7360.0,2155.0,399.0,2392.0,2023-04-06
7361.0,5675.0,335.0,3460.0,2022-06-21
,4878.0,326.0,2790.0,2025-07-28
7363.0,3675.0,327.0,,2024-02-13
7364.0,,344.0,,2025-11-10
,2833.0,337.0,3740.0,2022-05-07
7366.0,2471.0,379.0,4843.0,2021-12-13
7367.0,2157.0,393.0,719.0,
7368.0,3494.0,397.0,741.0,2022-02-04
7369.0,4697.0,316.0,1634.0,2025-12-30
,3592.0,399.0,2360.0,2024-03-22
7371.0,3080.0,360.0,-53.0,2022-08-08
7372.0,3433.0,320.0,3729.0,2024-04-09
7373.0,,339.0,2181.0,2023-04-19
7374.0,6716.0,372.0,4586.0,2025-07-02
7375.0,2971.0,364.0,3565.0,
7376.0,2286.0,395.0,4453.0,2021-09-10
7377.0,6688.0,,4048.0,2024-05-07
7378.0,4873.0,343.0,2035.0,2024-08-09
7379.0,,350.0,2392.0,2022-03-11
7380.0,5315.0,364.0,440.0,2022-06-27
7381.0,4587.0,320.0,3065.0,2025-04-06
7382.0,5891.0,306.0,93.0,2024-04-16
7383.0,2281.0,,1014.0,2022-02-27
7384.0,,382.0,,2023-01-19
7385.0,3954.0,,2291.0,2023-08-20
7386.0,5987.0,366.0,,2022-02-24
7387.0,,,-70.0,2021-07-07
7388.0,2737.0,376.0,270.0,2021-12-18
7389.0,,358.0,2282.0,2023-03-09
7390.0,3292.0,,3891.0,2025-05-21
7391.0,2840.0,343.0,4466.0,2025-02-20
7392.0,4302.0,321.0,4751.0,2025-03-07
7393.0,,,3743.0,2025-01-15
7394.0,6697.0,314.0,4885.0,2023-01-06
7395.0,2787.0,337.0,96.0,2022-09-27
7396.0,2239.0,365.0,3846.0,2023-04-09
7397.0,2666.0,379.0,3854.0,2023-12-05
7398.0,4670.0,333.0,351.0,2023-06-07
7399.0,2056.0,351.0,4246.0,2022-08-11
7400.0,2208.0,347.0,3537.0,2024-07-23
7401.0,4572.0,395.0,259.0,2024-11-03
,3287.0,385.0,4882.0,2021-09-15
7403.0,2702.0,313.0,,2024-11-22
7404.0,5995.0,,1986.0,2023-07-05
7405.0,2636.0,379.0,3703.0,2022-08-31
7406.0,,381.0,2694.0,2023-07-12
7407.0,4476.0,343.0,3716.0,2024-07-02
,5215.0,352.0,,2022-07-08
,3481.0,349.0,2636.0,2023-02-14
7410.0,6519.0,358.0,4358.0,2023-10-08
7411.0,3201.0,327.0,3314.0,2023-12-04
,5132.0,,876.0,
,6975.0,365.0,411.0,2025-10-22
7414.0,6725.0,376.0,3323.0,2025-10-02
,2558.0,,4054.0,2021-11-18
7416.0,5916.0,347.0,912.0,
7417.0,3812.0,309.0,908.0,2023-10-05
7418.0,5482.0,331.0,,2021-12-26
7419.0,5339.0,,705.0,2022-09-13
7420.0,4591.0,380.0,3897.0,2023-01-06
7421.0,6697.0,,2910.0,2022-05-14
7422.0,3350.0,330.0,4020.0,2021-08-09
7423.0,5924.0,361.0,845.0,2025-12-27
7424.0,6944.0,,4516.0,2024-02-01
7425.0,4375.0,,3053.0,2022-12-31
7426.0,6779.0,366.0,3051.0,2024-08-20
,5863.0,357.0,884.0,2025-02-06
7428.0,6756.0,337.0,1585.0,2025-02-17
7429.0,4618.0,379.0,,2025-12-13
7430.0,5300.0,359.0,3406.0,2021-08-13
7431.0,3780.0,365.0,4440.0,2025-05-01
7432.0,4145.0,356.0,1077.0,2021-01-02
7433.0,,329.0,,2021-04-24
7434.0,4678.0,391.0,,2022-04-14
7435.0,6115.0,380.0,3798.0,2022-04-21
7436.0,,346.0,4107.0,2025-09-24
7437.0,5726.0,343.0,598.0,2023-01-26
7438.0,3708.0,360.0,4945.0,2025-03-19
7439.0,,317.0,3753.0,2025-09-24
7440.0,3751.0,334.0,52.0,
7441.0,3672.0,348.0,4018.0,2024-03-01
7442.0,2310.0,391.0,,2024-03-05
7443.0,5462.0,,1941.0,2021-08-07
7444.0,6366.0,,2626.0,2021-12-09
7445.0,2763.0,303.0,2105.0,2024-04-06
7446.0,,301.0,,2024-06-18
7447.0,,391.0,1845.0,2025-06-14
7448.0,6123.0,397.0,941.0,2025-02-24
7449.0,6009.0,351.0,2883.0,2025-09-05
7450.0,4782.0,337.0,3518.0,2022-01-19
7451.0,6872.0,334.0,1114.0,
7452.0,3323.0,322.0,2832.0,
7453.0,4803.0,,3317.0,2021-12-12
7454.0,2324.0,314.0,2885.0,2024-02-21
7455.0,2377.0,341.0,2416.0,2025-04-12
7456.0,3051.0,360.0,4559.0,2021-01-29
,4483.0,307.0,3516.0,2024-07-13
7458.0,3189.0,321.0,3569.0,2022-12-31
7459.0,6878.0,343.0,780.0,2021-05-01
7460.0,4772.0,396.0,4359.0,2023-11-19
7461.0,2131.0,398.0,1603.0,2021-07-02
7462.0,5342.0,,1430.0,2024-12-31
7463.0,2161.0,,4945.0,2023-02-02
7464.0,,338.0,2292.0,2021-02-15
7465.0,5385.0,358.0,2534.0,2023-06-26
,,338.0,4639.0,2025-11-18
7467.0,2265.0,315.0,375.0,2025-06-05
,,392.0,1437.0,2023-05-26
,3556.0,308.0,955.0,2024-12-18
7470.0,6699.0,306.0,4709.0,
7471.0,3217.0,341.0,3649.0,2024-06-15
7472.0,3708.0,329.0,2208.0,2021-10-31
7473.0,6952.0,312.0,1905.0,2021-07-19
7474.0,3035.0,320.0,3315.0,
7475.0,2121.0,317.0,1118.0,2022-11-21
,3552.0,,4979.0,2023-07-22
,2750.0,385.0,1458.0,2021-03-27
7478.0,4070.0,333.0,3167.0,2022-07-03
7479.0,5611.0,373.0,4137.0,2021-07-21
7480.0,5285.0,366.0,4948.0,2025-03-20
7481.0,3783.0,304.0,3881.0,
7482.0,4307.0,342.0,1629.0,2023-10-02
7483.0,4700.0,306.0,3763.0,2024-05-09
7484.0,,365.0,3286.0,
7485.0,2089.0,,2452.0,2021-12-21
7486.0,2260.0,316.0,177.0,2023-08-29
7487.0,,315.0,55.0,2025-06-24
7488.0,,339.0,3708.0,2025-01-31
7489.0,4816.0,320.0,1486.0,2024-04-24
7490.0,3625.0,359.0,40.0,2021-08-04
7491.0,,380.0,3488.0,
7492.0,2141.0,,2625.0,2023-03-20
7493.0,6277.0,311.0,3311.0,2021-07-12
7494.0,,,4053.0,2023-02-28
7495.0,2318.0,343.0,557.0,
7496.0,4956.0,310.0,541.0,2024-01-08
7497.0,6481.0,356.0,169.0,
7498.0,3584.0,386.0,3797.0,2023-04-21
7499.0,,346.0,4379.0,2022-06-21
7500.0,2994.0,386.0,4847.0,2023-03-11
7501.0,2277.0,327.0,4692.0,2022-03-16
7502.0,3504.0,395.0,1186.0,2025-09-03
7503.0,3788.0,391.0,2004.0,2022-05-09
7504.0,3185.0,,3708.0,
7505.0,5134.0,397.0,3712.0,
7506.0,4456.0,304.0,1656.0,2024-01-29
7507.0,5982.0,396.0,3188.0,2021-03-06
7508.0,4607.0,,2626.0,2023-06-09
,4162.0,331.0,192.0,2021-01-10
7510.0,4359.0,338.0,4265.0,2024-06-13
7511.0,5297.0,,4224.0,2025-10-11
7512.0,3052.0,374.0,3988.0,
7513.0,,398.0,3280.0,2021-03-25
7514.0,,394.0,1022.0,2022-12-09
,6369.0,355.0,3588.0,2024-01-14
7516.0,5944.0,313.0,1354.0,2025-01-21
7517.0,5916.0,346.0,2757.0,
7518.0,4235.0,378.0,2397.0,2022-09-03
7519.0,5119.0,330.0,4725.0,2021-05-17
7520.0,6670.0,,1033.0,2021-01-29
7521.0,6523.0,364.0,815.0,2021-02-09
,6339.0,,4816.0,2021-01-16
7523.0,6133.0,316.0,3398.0,2025-12-18
,4311.0,300.0,2907.0,
7525.0,4797.0,338.0,4294.0,2024-05-11
7526.0,6561.0,,1431.0,2024-03-09
7527.0,3254.0,317.0,1173.0,2024-09-24
7528.0,5013.0,,-21.0,2023-07-31
7529.0,4880.0,,4210.0,2025-03-06
7530.0,4123.0,,3781.0,2024-12-13
7531.0,2096.0,346.0,3231.0,2024-12-18
7532.0,2189.0,368.0,2765.0,2021-07-10
7533.0,4359.0,,,2025-08-03
7534.0,2735.0,306.0,4624.0,2024-08-14
7535.0,,305.0,3931.0,2025-08-22
7536.0,2296.0,398.0,2042.0,2022-06-13
7537.0,6124.0,362.0,1146.0,2025-08-08
7538.0,2710.0,331.0,963.0,2025-06-04
,4800.0,333.0,1631.0,2024-10-14
7540.0,4096.0,333.0,1446.0,2023-01-26
7541.0,6814.0,388.0,4613.0,
7542.0,2432.0,347.0,4206.0,2021-08-07
,,,551.0,2023-03-21
7544.0,6532.0,370.0,4579.0,2021-12-03
,2107.0,331.0,3982.0,
7546.0,,343.0,4960.0,
7547.0,5927.0,,1898.0,2023-04-25
7548.0,4019.0,365.0,3254.0,2025-06-10
7549.0,3361.0,371.0,,2024-03-29
7550.0,6480.0,348.0,4522.0,2025-06-15
7551.0,6865.0,327.0,4654.0,2023-07-28
7552.0,6354.0,,1257.0,2024-05-23
7553.0,3154.0,372.0,2271.0,2022-11-13
7554.0,2644.0,,2825.0,
7555.0,,,4522.0,2025-03-23
7556.0,4158.0,371.0,2201.0,
,,378.0,3225.0,2024-09-16
7558.0,,,704.0,2023-03-07
7559.0,6265.0,384.0,1011.0,2022-12-06
7560.0,,320.0,2489.0,2023-01-06
7561.0,6384.0,,3946.0,2025-05-26
7562.0,3374.0,328.0,,
7563.0,6251.0,359.0,3501.0,2025-07-02
7564.0,3671.0,326.0,1729.0,2021-09-14
,4047.0,314.0,3851.0,2025-07-02
7566.0,4612.0,398.0,1848.0,2022-04-10
7567.0,5280.0,359.0,879.0,2022-01-09
7568.0,2615.0,,4113.0,2022-07-28
7569.0,5329.0,393.0,3112.0,2025-01-17
7570.0,,307.0,3594.0,2025-03-13
7571.0,,375.0,4309.0,2024-03-21
7572.0,6952.0,365.0,1635.0,2025-02-15
7573.0,3499.0,359.0,4952.0,2025-09-19
7574.0,4853.0,,3109.0,2022-11-29
7575.0,,365.0,4086.0,2023-05-15
7576.0,6140.0,358.0,,2024-06-01
,4407.0,346.0,464.0,2022-06-06
7578.0,5570.0,398.0,2549.0,2024-03-12
7579.0,5517.0,396.0,4747.0,2023-07-06
7580.0,2115.0,312.0,3654.0,2023-05-10
7581.0,,,3292.0,2023-02-02
7582.0,3011.0,,4926.0,2025-01-31
,,,4564.0,2022-05-04
,,364.0,4134.0,2023-07-22
7585.0,2278.0,351.0,-51.0,2024-08-03
7586.0,6910.0,332.0,1711.0,2021-08-31
,6633.0,336.0,3156.0,2025-04-05
7588.0,5975.0,397.0,1119.0,2024-12-24
7589.0,4527.0,396.0,2989.0,2021-04-14
7590.0,3994.0,379.0,4164.0,2021-12-15
7591.0,4777.0,,4457.0,2024-09-07
7592.0,4222.0,300.0,283.0,2022-04-14
7593.0,6332.0,365.0,3108.0,2023-04-18
7594.0,2334.0,318.0,725.0,2022-05-31
7595.0,,391.0,1992.0,2022-09-08
7596.0,4829.0,371.0,2550.0,
7597.0,4262.0,,554.0,2022-05-19
7598.0,6748.0,379.0,2121.0,2021-09-06
7599.0,6944.0,,1670.0,2022-08-11
7600.0,6658.0,361.0,4787.0,2021-06-13
7601.0,3882.0,361.0,4882.0,2021-07-03
7602.0,4987.0,399.0,2148.0,2023-06-09
7603.0,5487.0,371.0,,
7604.0,5603.0,337.0,2881.0,2023-11-30
7605.0,5586.0,354.0,753.0,2024-05-26
7606.0,5593.0,316.0,2330.0,2021-09-18
7607.0,5028.0,354.0,1436.0,2024-09-28
7608.0,6456.0,356.0,262.0,2022-12-29
7609.0,4760.0,307.0,,2022-10-19
7610.0,4009.0,,1873.0,2023-02-08
7611.0,2288.0,311.0,1030.0,2022-03-18
7612.0,4884.0,,3483.0,2024-04-13
7613.0,6588.0,,3329.0,2021-10-22
7614.0,,356.0,,2023-03-25
7615.0,2366.0,,3986.0,2025-04-27
7616.0,6073.0,339.0,1039.0,2021-08-07
7617.0,6273.0,362.0,2043.0,2023-04-29
7618.0,,343.0,3577.0,2024-01-02
7619.0,5806.0,351.0,4553.0,2025-03-16
7620.0,2705.0,312.0,1194.0,2021-10-03
7621.0,6148.0,354.0,1719.0,2021-06-20
7622.0,4509.0,371.0,2237.0,2022-10-27
7623.0,3969.0,,2946.0,2021-12-27
,3053.0,,3425.0,
7625.0,5159.0,364.0,,2025-04-14
7626.0,4237.0,,4987.0,2022-04-08
7627.0,2419.0,371.0,,2023-10-06
7628.0,4896.0,,2378.0,2022-11-21
,6970.0,366.0,752.0,2024-03-08
7630.0,4724.0,305.0,1405.0,2022-08-17
,3145.0,,2532.0,2025-11-14
7632.0,5938.0,327.0,1735.0,2022-07-07
7633.0,4706.0,379.0,2376.0,2023-08-13
7634.0,6442.0,,23.0,2022-07-25
7635.0,3013.0,372.0,4469.0,2024-12-30
7636.0,,322.0,2560.0,2025-02-09
7637.0,5490.0,347.0,4075.0,2021-07-10
7638.0,2022.0,368.0,2776.0,2021-08-04
7639.0,,332.0,4856.0,
7640.0,3947.0,385.0,4004.0,2023-10-31
7641.0,3638.0,365.0,337.0,2021-11-02
7642.0,,397.0,2113.0,2022-10-13
7643.0,6725.0,343.0,1299.0,2021-03-09
7644.0,3205.0,301.0,2265.0,
7645.0,,388.0,29.0,2023-12-27
7646.0,3030.0,387.0,2367.0,2022-01-29
7647.0,6517.0,,260.0,2021-02-09
7648.0,5435.0,342.0,3261.0,2025-02-22
7649.0,4469.0,344.0,3087.0,2022-09-22
7650.0,5707.0,362.0,3955.0,2023-01-28
7651.0,6178.0,307.0,2809.0,2024-05-22
7652.0,4964.0,348.0,3695.0,2023-01-05
7653.0,4884.0,,3195.0,2024-11-13
7654.0,2309.0,368.0,3009.0,2023-10-14
7655.0,4941.0,325.0,3987.0,2025-02-10
,4601.0,317.0,,2022-10-03
7657.0,,316.0,2594.0,2024-01-06
7658.0,5636.0,373.0,4854.0,2023-10-29
7659.0,,310.0,1958.0,2023-03-26
7660.0,2715.0,335.0,294.0,2024-10-14
7661.0,,395.0,2016.0,2024-10-09
7662.0,5259.0,381.0,310.0,2021-10-08
7663.0,5649.0,320.0,,2023-01-04
7664.0,,,424.0,2022-12-07
,4668.0,305.0,2580.0,2024-10-23
7666.0,3796.0,,1083.0,2022-03-18
7667.0,4599.0,329.0,3132.0,2024-12-16
7668.0,6907.0,,,2022-04-17
7669.0,3024.0,312.0,4594.0,2025-06-28
7670.0,2645.0,321.0,876.0,2022-07-07
7671.0,3147.0,,3511.0,
7672.0,5248.0,316.0,2225.0,2021-07-18
7673.0,5159.0,337.0,2439.0,2021-06-04
7674.0,3205.0,312.0,1651.0,2025-11-09
,3133.0,391.0,1169.0,2024-12-10
7676.0,4098.0,,3548.0,2022-05-12
7677.0,5916.0,383.0,1757.0,2024-08-17
7678.0,3285.0,306.0,2436.0,2022-12-02
,2066.0,,4338.0,2024-09-13
7680.0,2361.0,,144.0,2022-05-24
7681.0,5749.0,315.0,4017.0,2023-03-31
7682.0,,335.0,2016.0,2021-09-07
,,,3166.0,2022-11-18
7684.0,5414.0,303.0,3083.0,2023-07-21
7685.0,6189.0,336.0,1958.0,2024-08-17
7686.0,,351.0,170.0,2023-09-16
7687.0,5028.0,379.0,1103.0,2024-07-02
7688.0,6492.0,337.0,2701.0,2022-10-23
7689.0,,346.0,4633.0,2025-09-02
7690.0,,362.0,3567.0,2024-10-17
7691.0,,394.0,1391.0,2022-07-21
7692.0,5565.0,,1369.0,2023-11-07
7693.0,,330.0,3475.0,2021-01-06
7694.0,3969.0,313.0,4755.0,2022-06-15
7695.0,,,4391.0,2023-08-14
7696.0,3497.0,362.0,3362.0,2021-09-05
7697.0,6858.0,393.0,4006.0,2021-06-05
7698.0,,371.0,3600.0,2025-12-24
7699.0,,,1305.0,2025-01-04
,3209.0,,1633.0,2021-08-13
7701.0,4995.0,399.0,,2022-09-05
7702.0,3022.0,,3595.0,2023-10-22
7703.0,5021.0,360.0,1326.0,2022-08-26
7704.0,,335.0,3452.0,2024-11-09
7705.0,3954.0,352.0,3364.0,
7706.0,3438.0,,2083.0,
7707.0,,358.0,3933.0,2023-05-26
7708.0,3868.0,341.0,4192.0,2025-12-01
7709.0,6056.0,,1120.0,2021-05-03
7710.0,5795.0,333.0,850.0,2022-11-24
7711.0,4569.0,358.0,547.0,2022-06-09
7712.0,5009.0,,2268.0,2021-06-01
7713.0,3121.0,344.0,3230.0,2021-04-30
7714.0,,339.0,2102.0,2023-10-29
7715.0,5474.0,332.0,3724.0,2025-12-20
7716.0,4033.0,,1701.0,2024-05-27
7717.0,4473.0,309.0,4709.0,2021-10-10
7718.0,4147.0,371.0,3383.0,2022-12-21
7719.0,4372.0,338.0,4939.0,2022-10-28
7720.0,5773.0,339.0,-93.0,2021-01-16
7721.0,,338.0,2633.0,2025-04-24
7722.0,4490.0,336.0,2947.0,
7723.0,2625.0,,512.0,2021-05-10
7724.0,3014.0,310.0,3830.0,2023-01-04
7725.0,6582.0,365.0,4438.0,2023-02-08
7726.0,5659.0,339.0,3822.0,2023-01-29
7727.0,,388.0,,2023-01-04
7728.0,2916.0,301.0,400.0,2023-11-18
7729.0,4775.0,388.0,3685.0,2022-11-27
7730.0,5170.0,361.0,1544.0,2025-11-21
7731.0,4814.0,307.0,3557.0,2021-12-19
7732.0,4346.0,316.0,4478.0,2023-01-10
7733.0,,364.0,,2021-10-12
7734.0,6930.0,396.0,3923.0,2024-08-16
7735.0,,300.0,3390.0,2022-08-18
7736.0,5616.0,315.0,1316.0,2025-03-24
7737.0,5165.0,,2820.0,2025-01-01
,3555.0,,1607.0,2022-11-12
7739.0,4848.0,399.0,2986.0,2025-07-08
7740.0,2456.0,,1687.0,2024-05-20
7741.0,3194.0,356.0,4233.0,2022-06-02
7742.0,6644.0,370.0,1022.0,2022-02-12
7743.0,2732.0,339.0,2817.0,2024-11-15
7744.0,,328.0,,
7745.0,3036.0,390.0,2449.0,2025-07-04
7746.0,4537.0,366.0,2133.0,2025-11-12
7747.0,3618.0,347.0,2070.0,2021-10-15
7748.0,3963.0,,2811.0,2025-07-18
7749.0,5456.0,374.0,1122.0,2021-10-20
7750.0,6136.0,316.0,2352.0,2022-03-06
7751.0,2916.0,,238.0,
7752.0,,301.0,3284.0,2021-09-27
7753.0,6198.0,336.0,3778.0,2022-02-18
7754.0,4552.0,,3784.0,
7755.0,4870.0,396.0,707.0,
7756.0,5604.0,396.0,3386.0,2021-01-09
7757.0,2411.0,361.0,926.0,2024-07-02
7758.0,5569.0,344.0,,2023-11-03
,5535.0,356.0,1821.0,2022-06-25
7760.0,2221.0,300.0,,2022-04-04
7761.0,4338.0,387.0,4599.0,2025-06-18
7762.0,2170.0,,3370.0,2022-04-02
7763.0,,348.0,4580.0,
,4214.0,385.0,4473.0,2021-03-28
7765.0,6377.0,327.0,4012.0,
7766.0,4115.0,307.0,2488.0,2025-11-11
7767.0,,315.0,2176.0,2025-06-02
7768.0,5541.0,396.0,4104.0,2022-12-20
7769.0,2647.0,376.0,,2024-12-05
7770.0,6342.0,386.0,751.0,2022-11-30
7771.0,2733.0,306.0,-74.0,2023-06-24
7772.0,4908.0,355.0,4362.0,2021-11-02
7773.0,,390.0,3359.0,2023-05-12
7774.0,6669.0,384.0,2658.0,2022-04-21
7775.0,3122.0,335.0,3645.0,2024-07-11
7776.0,2654.0,,2804.0,2022-01-11
7777.0,3730.0,393.0,1120.0,
7778.0,4753.0,310.0,3902.0,
7779.0,5639.0,330.0,4617.0,2022-05-08
7780.0,,309.0,1809.0,2022-08-11
7781.0,2047.0,344.0,1526.0,2025-03-17
7782.0,2032.0,348.0,827.0,2024-01-01
,3305.0,,3079.0,2021-04-07
7784.0,,313.0,,2025-06-09
,,320.0,3696.0,2024-05-21
7786.0,5522.0,308.0,4705.0,2022-08-18
7787.0,3359.0,,2181.0,2022-10-20
7788.0,,372.0,2537.0,2021-08-06
7789.0,6665.0,312.0,3911.0,2023-08-22
7790.0,4140.0,339.0,3771.0,2021-03-09
7791.0,6782.0,301.0,-2.0,2024-05-03
7792.0,5743.0,332.0,3389.0,2021-12-29
7793.0,6604.0,395.0,3384.0,2022-10-12
7794.0,6859.0,318.0,3531.0,2022-06-21
7795.0,,387.0,4812.0,2025-04-27
7796.0,2978.0,332.0,3881.0,2023-04-27
7797.0,5240.0,378.0,,2023-02-20
7798.0,4984.0,326.0,1403.0,2023-12-17
7799.0,,383.0,3571.0,2024-03-03
7800.0,6660.0,326.0,2031.0,2024-05-05
,2036.0,318.0,956.0,2024-08-30
7802.0,2191.0,354.0,,2024-01-06
7803.0,6622.0,334.0,3127.0,2025-05-25
7804.0,2266.0,334.0,2603.0,2021-01-27
7805.0,2231.0,373.0,3698.0,2024-06-08
7806.0,3672.0,,570.0,2021-03-12
7807.0,6799.0,358.0,2215.0,2025-09-14
7808.0,6748.0,318.0,368.0,2023-06-29
7809.0,6291.0,350.0,,2021-06-22
7810.0,5352.0,343.0,3095.0,
7811.0,6960.0,362.0,2346.0,2021-05-11
7812.0,4637.0,,3367.0,
7813.0,2833.0,371.0,3674.0,2024-11-21
7814.0,5250.0,321.0,3300.0,2021-09-08
7815.0,6662.0,379.0,4263.0,2021-04-29
7816.0,,,449.0,2023-02-14
7817.0,5561.0,357.0,1392.0,2025-12-08
7818.0,5996.0,356.0,,2021-02-16
7819.0,6678.0,395.0,3869.0,2024-09-26
7820.0,,387.0,3098.0,2025-04-03
7821.0,2822.0,382.0,1239.0,2021-11-02
7822.0,4961.0,303.0,428.0,2022-12-10
7823.0,2143.0,308.0,3140.0,2021-05-14
7824.0,3908.0,356.0,,2025-12-30
7825.0,,,3181.0,2022-06-11
7826.0,2635.0,341.0,1487.0,2024-03-31
7827.0,3890.0,348.0,3690.0,2021-07-28
7828.0,2803.0,,2932.0,2021-11-04
7829.0,4298.0,,4065.0,2022-08-23
7830.0,,360.0,4584.0,2025-11-01
7831.0,,314.0,624.0,2023-04-17
7832.0,2572.0,347.0,4589.0,2024-04-14
7833.0,,,4956.0,2022-05-26
7834.0,5277.0,,3287.0,2024-02-24
7835.0,,382.0,2590.0,
7836.0,2274.0,338.0,1466.0,2023-02-25
,3880.0,314.0,4693.0,2022-07-10
,5672.0,370.0,1394.0,2023-03-27
7839.0,3074.0,343.0,2143.0,2023-07-31
7840.0,3825.0,379.0,810.0,2024-09-21
7841.0,3105.0,,944.0,2021-08-20
7842.0,5411.0,361.0,3855.0,2023-01-01
7843.0,2715.0,381.0,,2023-05-15
7844.0,3231.0,349.0,4699.0,2022-10-16
7845.0,,318.0,1522.0,2025-11-23
7846.0,4035.0,376.0,773.0,
7847.0,4539.0,300.0,4741.0,2023-09-23
,,310.0,2414.0,2025-08-23
7849.0,4710.0,,,2022-12-07
7850.0,2809.0,337.0,3104.0,2025-11-26
7851.0,4192.0,366.0,639.0,2024-05-19
7852.0,6428.0,343.0,2206.0,2025-05-16
7853.0,6598.0,313.0,815.0,2025-02-08
7854.0,2123.0,371.0,720.0,2022-12-21
7855.0,4976.0,,3755.0,2021-03-21
7856.0,2744.0,307.0,4993.0,2024-11-24
7857.0,3601.0,,2072.0,2024-05-30
7858.0,5661.0,330.0,2648.0,2021-05-25
7859.0,3891.0,395.0,4678.0,2021-10-27
