shipment_id,order_id,shipment_date,delivery_date,shipping_cost
216416.0,,2024-05-09,2022-01-26,
216417.0,82871.0,2022-02-27,2022-12-11,2833.11
216418.0,67069.0,2022-04-30,2023-05-12,4219.76
216419.0,,2023-08-31,2025-04-11,1776.19
216420.0,93239.0,2025-12-22,2023-04-09,-143.49
216421.0,64778.0,,2025-01-17,160.33
216422.0,54921.0,2024-10-28,2021-12-07,295.42
216423.0,99515.0,2023-03-15,2024-05-07,3772.37
216424.0,66952.0,2025-09-28,2025-07-24,
216425.0,95934.0,2021-01-12,2022-08-12,1981.27
216426.0,74630.0,2023-02-11,2023-08-09,4345.23
216427.0,,2023-08-30,2025-08-29,-16.31
216428.0,85350.0,2022-05-26,2022-01-31,1867.94
216429.0,59255.0,2021-11-09,2023-01-06,3394.89
216430.0,82949.0,2023-10-26,,4118.17
216431.0,75894.0,2025-03-18,2023-12-30,
216432.0,98767.0,2021-12-29,2021-04-25,2138.04
216433.0,,2024-12-31,2023-11-14,
216434.0,73839.0,2024-11-05,2025-09-29,326.18
,84964.0,2025-12-11,2023-08-04,
,74919.0,2022-05-13,2025-02-12,
216437.0,,2021-03-12,2022-04-11,-126.81
216438.0,,2023-04-20,2024-06-07,3750.07
,74449.0,,2025-06-05,66.64
216440.0,64462.0,2021-11-26,2021-10-02,25.27
216441.0,71764.0,2024-05-19,2025-11-21,2833.54
216442.0,,,2023-09-11,376.27
216443.0,,,2021-07-14,1085.45
216444.0,52400.0,2021-11-18,,4880.36
216445.0,66981.0,2024-01-07,2024-03-27,
216446.0,58825.0,,2021-09-21,3394.16
216447.0,89626.0,2025-04-09,2024-10-20,123.95
216448.0,87735.0,2022-06-09,2024-06-30,4879.82
,54374.0,2024-05-25,2022-12-13,423.18
,72698.0,2025-06-30,2024-05-21,489.44
216451.0,57647.0,2021-02-12,2024-09-30,3001.82
,77278.0,2022-01-26,2025-02-08,3750.0
216453.0,62352.0,2025-03-23,2024-11-07,4030.3
216454.0,,2022-05-14,2025-09-18,645.84
,92237.0,2023-11-06,2023-03-28,4255.72
216456.0,57882.0,2023-06-21,2021-02-12,849.86
,82621.0,2024-03-21,2024-07-27,3334.16
216458.0,,2024-03-09,2022-11-20,3369.15
,76875.0,2021-04-04,,4098.4
216460.0,88045.0,2025-06-16,2023-12-21,1837.66
216461.0,,2022-11-23,2023-09-19,4882.56
216462.0,69720.0,2024-09-19,2021-03-28,1163.22
216463.0,61025.0,2021-01-01,2025-09-06,2048.85
216464.0,65953.0,2021-01-10,2022-10-04,666.29
216465.0,,2024-02-26,2022-05-17,2394.58
,77522.0,2021-09-25,2022-05-16,2530.28
216467.0,57941.0,2021-05-27,2023-01-01,1909.84
216468.0,71348.0,2025-02-15,2025-05-25,3421.47
216469.0,,2022-06-16,,3351.76
216470.0,97379.0,2021-02-05,2022-04-09,2960.76
216471.0,62616.0,2023-12-14,2024-05-19,-192.78
216472.0,76631.0,2021-02-08,2021-06-13,2571.95
216473.0,84567.0,2024-10-20,,3739.89
216474.0,,2022-10-17,2024-02-19,
216475.0,66461.0,2024-04-25,2022-11-18,1885.36
216476.0,90414.0,2022-08-20,2023-02-11,1041.92
216477.0,57806.0,2022-06-19,2021-09-27,1808.58
216478.0,66011.0,2023-08-15,2021-10-30,4229.65
,94389.0,,2024-01-12,
216480.0,97278.0,2024-06-09,2025-02-22,3200.72
216481.0,50838.0,2022-11-05,2021-01-03,
216482.0,,2023-03-15,2023-05-19,2432.79
216483.0,87635.0,2025-08-20,2025-05-24,1979.7
216484.0,53534.0,2021-11-28,2023-12-07,2847.46
216485.0,84656.0,,2022-09-01,1544.94
216486.0,,2025-11-21,2024-07-06,2499.13
216487.0,93819.0,2024-11-17,2023-08-22,3638.63
216488.0,82088.0,2022-05-13,,2096.35
,51158.0,2024-12-19,2021-01-05,2970.82
216490.0,98032.0,2024-12-20,2021-07-27,2771.55
,,2021-07-17,,3638.48
216492.0,95268.0,2022-08-03,2021-05-26,4069.07
216493.0,94213.0,2021-02-07,2022-07-18,2478.03
216494.0,98913.0,2022-05-12,2022-11-30,654.54
,,,2024-10-26,
216496.0,79014.0,2022-12-19,2022-05-18,4579.2
216497.0,61856.0,2021-10-29,2022-01-31,-129.84
216498.0,75174.0,2022-01-30,2023-07-24,2641.21
216499.0,79689.0,2022-10-21,2023-05-08,1718.06
216500.0,94242.0,2023-05-18,,1111.44
216501.0,57406.0,2025-01-04,2021-04-18,700.13
216502.0,74738.0,2022-03-22,2024-02-22,3453.72
216503.0,74472.0,,2024-01-21,1661.34
216504.0,72120.0,2024-07-23,2021-09-25,4567.81
216505.0,78594.0,2025-01-23,2024-03-30,3428.94
216506.0,87333.0,2023-06-26,2021-01-20,2975.66
216507.0,77546.0,2025-08-10,2023-08-20,3149.34
216508.0,81687.0,2025-06-14,2024-12-06,3939.39
216509.0,54932.0,2025-10-26,2023-08-13,4394.69
216510.0,90041.0,2023-01-04,2025-10-22,2714.75
216511.0,92327.0,2024-12-01,2023-11-15,444.43
216512.0,87187.0,2023-05-16,2023-12-12,2896.27
216513.0,77434.0,2021-07-03,2021-01-06,229.41
216514.0,60603.0,2022-11-13,2021-09-18,379.52
216515.0,80929.0,2023-09-19,2021-07-25,4502.44
216516.0,76149.0,2021-05-15,,511.25
216517.0,60576.0,2021-11-26,2025-02-05,1883.53
216518.0,78447.0,2022-08-03,2024-07-30,2839.56
216519.0,73499.0,2024-10-30,,56.39
216520.0,75720.0,2023-10-25,2021-10-24,3496.49
216521.0,58800.0,2022-03-28,2023-04-26,4327.54
216522.0,90730.0,2025-03-03,2024-11-02,2398.12
216523.0,95805.0,2021-04-19,2021-09-19,3949.48
216524.0,,2025-08-28,2022-05-20,22.86
216525.0,82456.0,2023-04-10,2024-02-27,1407.79
,90837.0,2024-01-18,2023-08-30,
216527.0,54030.0,2021-12-05,2025-09-26,819.47
216528.0,59049.0,2023-07-15,2023-03-12,3922.14
216529.0,79204.0,2025-10-19,2021-01-06,4276.9
216530.0,64803.0,2021-04-15,2022-01-09,1665.28
,79851.0,2025-01-10,2025-07-27,2188.18
216532.0,93617.0,2021-09-04,2022-02-25,3285.05
216533.0,87758.0,2021-11-16,,300.08
,89225.0,2025-10-29,2025-01-12,2530.41
216535.0,72700.0,2021-10-22,2022-11-18,347.83
216536.0,52677.0,2022-10-10,2021-07-26,3197.49
216537.0,62045.0,,2021-06-23,4352.33
216538.0,58342.0,2022-09-13,2021-07-19,4225.91
216539.0,,2022-03-28,2022-03-27,4075.17
216540.0,89742.0,2022-09-22,2021-04-04,2636.06
216541.0,81481.0,2025-04-04,2023-11-30,2596.83
216542.0,64552.0,2022-12-14,2023-04-03,-34.25
,74433.0,2025-02-10,2023-01-18,2951.14
,84620.0,2023-09-20,2023-04-19,1225.06
216545.0,77720.0,2025-11-05,2025-12-19,3768.59
216546.0,68943.0,,2024-05-25,227.24
216547.0,84752.0,2025-01-09,2021-06-26,1484.4
216548.0,82349.0,2022-03-01,2023-03-09,4401.34
216549.0,68891.0,2021-08-21,2021-11-06,3778.56
216550.0,,2023-05-10,2021-10-09,371.88
216551.0,99457.0,2023-02-17,2024-06-26,3488.58
216552.0,61833.0,2025-03-05,2024-01-15,2531.17
216553.0,62912.0,,2021-01-10,1195.43
216554.0,86823.0,2022-06-18,2022-05-02,
216555.0,,2021-02-15,2025-10-12,533.69
216556.0,52634.0,,2021-07-20,4613.51
216557.0,,2022-04-16,2024-10-13,
216558.0,85921.0,2025-11-25,,4993.45
,72488.0,2024-09-09,2022-12-04,4012.82
216560.0,50810.0,2024-12-08,2021-12-09,4010.41
216561.0,98797.0,2024-02-20,2025-01-06,3299.27
216562.0,75499.0,,2025-09-02,3108.21
,77200.0,2021-05-08,2025-10-24,4859.24
216564.0,89810.0,2022-02-28,2025-04-06,2857.67
216565.0,79546.0,2023-07-25,2025-08-01,2448.53
216566.0,94886.0,2022-06-13,2023-11-05,
216567.0,74955.0,2023-12-31,2021-10-22,2904.99
216568.0,,2021-10-29,2023-09-18,
216569.0,86298.0,2025-11-10,2022-04-06,3753.71
216570.0,63820.0,2022-09-20,2024-12-22,88.12
216571.0,64991.0,2023-02-08,2025-06-13,4464.44
216572.0,77391.0,,2025-09-04,8.31
216573.0,96743.0,2022-12-26,,
216574.0,62626.0,2025-03-07,2022-08-30,4126.61
216575.0,,2025-07-31,2021-08-26,2351.59
216576.0,59879.0,2024-06-04,2024-07-06,1688.98
216577.0,93697.0,2021-02-19,2023-07-30,3669.61
216578.0,79904.0,2025-09-05,2024-03-20,413.26
216579.0,54423.0,2024-02-24,2024-08-20,273.82
216580.0,99305.0,2024-09-24,2023-04-11,106.34
216581.0,80667.0,2022-11-26,2021-11-21,2450.18
,62827.0,2022-12-14,2021-12-22,3470.69
216583.0,56583.0,2023-07-16,2024-12-23,4086.47
216584.0,91411.0,2022-02-02,2025-07-12,1882.3
216585.0,70662.0,2021-09-22,2024-08-31,2027.29
,63333.0,2025-10-09,2025-12-24,1894.42
216587.0,51159.0,2025-02-06,2023-04-22,2120.58
216588.0,94048.0,2025-06-05,2021-04-24,244.65
,89504.0,,,1760.69
,84638.0,2023-07-07,2024-12-21,3241.65
216591.0,,2023-10-30,2021-02-17,1313.67
216592.0,,2025-01-20,2025-08-15,-165.88
216593.0,,2021-11-05,2023-08-14,2700.62
216594.0,60903.0,2024-05-09,2023-01-14,2526.75
216595.0,84299.0,2021-04-23,2021-07-12,749.36
,,2021-08-16,2025-06-06,703.25
216597.0,90673.0,2024-02-05,2025-11-26,453.77
216598.0,81468.0,2024-02-10,2022-05-16,3798.49
216599.0,93969.0,2024-02-29,2024-02-14,3255.56
216600.0,87952.0,2024-03-31,2024-01-20,4336.65
216601.0,54726.0,2021-08-10,2021-05-28,1893.29
216602.0,83252.0,2022-04-22,2023-07-27,
216603.0,50238.0,2025-06-12,,
216604.0,88957.0,2022-09-29,2023-07-19,840.69
216605.0,93169.0,2025-04-07,2022-01-05,3442.5
216606.0,76339.0,,2025-08-14,
216607.0,71239.0,,2022-06-06,
216608.0,91380.0,2021-05-11,2024-10-31,3757.78
216609.0,,2024-11-10,2025-04-06,1444.61
216610.0,66500.0,2021-07-18,2021-09-07,2372.01
216611.0,69878.0,2022-02-19,2022-12-29,2386.96
216612.0,73925.0,2022-02-13,2022-03-25,4733.38
216613.0,91647.0,2025-10-31,,
216614.0,99767.0,2022-04-15,2022-03-01,4919.07
216615.0,57055.0,2025-01-30,2021-07-09,392.48
216616.0,61218.0,2023-02-27,2025-05-21,4343.32
216617.0,51675.0,,2023-07-28,572.78
216618.0,65455.0,,2025-11-22,2574.69
216619.0,87350.0,2024-07-24,2022-01-21,1068.32
216620.0,96945.0,2023-04-09,2025-05-15,-27.42
216621.0,89379.0,2024-05-01,2024-09-18,1794.69
,97123.0,2023-10-22,2023-06-22,3403.88
216623.0,77625.0,,2025-12-23,
216624.0,82766.0,2025-09-12,2024-05-07,1502.86
216625.0,97154.0,,2021-07-11,2910.69
216626.0,55636.0,2022-01-26,2023-02-12,3559.36
216627.0,82871.0,2021-05-12,2023-05-18,2753.77
216628.0,85003.0,2021-07-13,2025-08-11,368.7
216629.0,,2021-02-02,2023-05-13,3440.23
216630.0,58616.0,2023-05-31,2023-08-17,2692.05
216631.0,59479.0,,2022-03-16,3640.93
216632.0,69182.0,2021-01-15,2021-02-14,1548.3
216633.0,69686.0,2022-06-26,2023-03-20,4046.12
216634.0,84917.0,2023-09-09,2021-11-01,4704.09
216635.0,,2023-12-27,2024-07-27,2042.91
216636.0,91183.0,,2024-01-07,2289.95
216637.0,63768.0,2022-11-02,2023-05-05,
216638.0,,2021-03-30,2025-09-04,3698.7
216639.0,,2023-03-10,2024-09-28,3875.93
216640.0,50077.0,2021-05-30,2022-10-11,1458.47
216641.0,59907.0,2022-03-15,2025-09-14,2483.63
216642.0,65997.0,2025-09-03,2022-08-26,485.59
216643.0,78691.0,2025-05-18,2024-10-25,3774.01
216644.0,56925.0,2023-02-07,2021-11-17,4674.44
216645.0,65065.0,2022-12-16,2023-09-19,2803.13
216646.0,61845.0,2022-12-06,2024-03-08,2259.86
216647.0,50028.0,2023-08-25,2024-09-09,
216648.0,64505.0,2025-10-24,2025-06-28,2669.88
216649.0,52348.0,,2023-05-02,4173.01
216650.0,,2023-10-26,2024-01-24,
216651.0,,,2022-02-11,3806.66
216652.0,74843.0,2025-08-01,2025-02-11,2621.0
216653.0,,2022-01-09,2023-12-18,3868.67
216654.0,89133.0,2023-12-14,,1122.79
216655.0,76682.0,2021-04-04,2021-02-02,1132.19
216656.0,51052.0,2021-02-09,2025-09-14,767.03
216657.0,50012.0,2022-10-23,2024-10-29,1594.65
216658.0,60395.0,2023-08-14,2021-11-27,1253.7
216659.0,77768.0,2023-10-17,2022-07-16,-38.57
216660.0,61904.0,2024-09-06,2021-12-14,1520.99
216661.0,,2025-08-14,2024-03-22,3123.84
216662.0,98029.0,2023-06-28,2024-07-17,2378.23
216663.0,96645.0,2021-05-01,2023-12-20,536.04
216664.0,59868.0,2025-08-24,2022-04-15,-122.48
216665.0,88508.0,,2024-08-25,3503.45
216666.0,79796.0,2022-07-16,2022-04-10,
216667.0,71609.0,2024-09-13,2021-01-30,1367.64
216668.0,86066.0,2022-12-28,2024-07-22,1143.38
216669.0,55244.0,2025-06-10,2024-01-08,3193.97
216670.0,63658.0,2023-11-28,2025-03-26,2132.75
216671.0,62410.0,2025-05-29,2021-08-01,1223.06
216672.0,88541.0,2021-03-22,2023-07-18,4291.7
216673.0,72747.0,2025-05-31,2025-09-23,566.57
216674.0,99948.0,2021-07-22,2025-09-20,3322.29
216675.0,75033.0,,2025-09-16,2763.19
216676.0,,2023-12-29,2023-12-08,624.24
216677.0,53119.0,2021-11-09,2021-07-28,1000.01
216678.0,79440.0,2024-12-25,2021-06-14,4883.24
216679.0,62096.0,2024-09-07,2022-12-12,2874.11
216680.0,81224.0,2025-04-30,2023-08-10,4635.29
216681.0,70004.0,2025-02-08,2025-12-14,214.22
216682.0,82143.0,2024-10-02,2022-10-14,3047.09
216683.0,96074.0,2024-01-21,2023-07-17,3560.05
216684.0,98472.0,2022-03-22,2022-11-24,2781.9
216685.0,,2025-05-16,2023-12-21,3885.07
216686.0,92826.0,2021-07-22,2024-05-19,-108.79
216687.0,,2025-04-15,2021-02-11,-1.6
216688.0,82373.0,2023-04-12,2022-04-05,3881.32
216689.0,75868.0,2023-07-23,2023-07-13,-91.41
216690.0,76245.0,2024-09-21,2021-02-21,2840.83
216691.0,71724.0,2024-02-02,2025-10-08,4287.34
216692.0,,2022-04-08,2024-02-09,3047.71
216693.0,86415.0,2023-11-27,2023-12-07,
216694.0,84180.0,2021-02-17,2024-02-21,3093.86
216695.0,80338.0,,2025-02-24,2924.04
216696.0,73204.0,2022-08-09,,4273.87
216697.0,83177.0,2025-04-19,2021-01-09,4522.69
216698.0,93791.0,2022-11-08,2022-08-21,4411.02
216699.0,96773.0,2021-10-13,2025-07-23,3913.2
,90398.0,2024-09-28,2021-08-26,
216701.0,71584.0,2022-12-18,2025-07-14,3856.85
216702.0,71442.0,2023-01-31,,963.61
216703.0,,2023-03-05,2025-03-09,2667.81
216704.0,74349.0,2023-09-15,2025-10-22,712.68
216705.0,98191.0,2024-02-21,2024-05-25,2285.03
216706.0,55915.0,2023-08-14,2021-01-12,
,98429.0,2021-07-20,2022-07-20,973.43
216708.0,54919.0,2023-08-09,2025-04-15,
216709.0,64135.0,2022-07-02,,618.16
216710.0,53260.0,2021-01-06,2021-04-27,1916.92
,57961.0,2023-05-05,2024-08-28,3829.8
216712.0,,2021-07-12,2023-01-23,3979.1
216713.0,78047.0,2025-11-03,2022-08-12,4409.44
216714.0,52222.0,,2025-05-13,4382.68
216715.0,55872.0,2024-12-03,2023-08-30,3092.62
216716.0,,2023-01-24,2022-10-20,4827.68
216717.0,,2022-05-24,2021-09-23,-40.67
216718.0,58692.0,2022-09-25,,259.34
216719.0,52336.0,,,2312.1
,87170.0,,2023-10-26,
216721.0,67607.0,2023-10-31,2022-10-12,2351.7
216722.0,93521.0,2022-11-07,2024-06-17,2167.24
216723.0,68768.0,2025-02-15,2025-04-10,2012.34
216724.0,74253.0,2022-02-26,2022-05-13,1793.02
216725.0,98387.0,2023-04-12,2024-01-31,4907.27
216726.0,72626.0,2021-02-14,,3871.7
216727.0,78355.0,2021-05-06,,1721.35
216728.0,96876.0,2025-08-28,2024-07-06,1674.29
216729.0,51428.0,2022-04-03,2022-12-29,2789.1
216730.0,71549.0,2021-07-01,2021-03-14,4412.74
216731.0,,2022-01-24,2023-05-19,2969.19
216732.0,93891.0,2023-06-25,2021-04-17,1658.45
216733.0,91006.0,2024-03-10,2025-04-23,711.23
216734.0,,2021-03-15,2021-08-09,
216735.0,57698.0,2021-10-02,2021-06-16,1439.01
216736.0,80084.0,2021-10-02,,1120.98
216737.0,60791.0,2022-04-21,2021-03-15,3014.95
216738.0,85420.0,2024-03-10,2022-12-12,
216739.0,91770.0,2023-09-23,2025-11-17,773.92
216740.0,92519.0,2022-05-02,2024-10-07,-101.05
216741.0,53513.0,2021-10-18,2022-12-29,
216742.0,60261.0,2023-09-25,2022-04-20,2368.94
216743.0,,2021-04-27,2021-11-25,2958.5
216744.0,67515.0,2021-06-04,2025-08-20,4611.85
216745.0,67879.0,2024-09-10,2025-01-03,3893.89
216746.0,51818.0,,2025-02-20,3523.4
216747.0,53179.0,2021-02-08,2023-05-05,
216748.0,78713.0,2021-05-17,2021-09-06,3164.18
216749.0,,,2024-10-22,3557.14
216750.0,63974.0,2024-02-25,2024-02-03,
216751.0,83944.0,2024-07-30,2025-09-25,4872.08
216752.0,88746.0,2022-06-21,2025-03-03,4080.02
216753.0,79115.0,2022-01-23,2024-06-29,2449.33
216754.0,,2024-06-29,2024-04-29,2945.33
216755.0,,2021-11-04,2021-07-02,4345.06
216756.0,92897.0,2023-01-23,,3769.7
,89276.0,2025-08-05,2024-01-04,
216758.0,,2022-05-06,2025-10-04,1155.32
216759.0,88819.0,2024-09-12,,238.35
,61757.0,2024-07-08,2023-12-14,3157.83
216761.0,56523.0,2021-09-09,2021-06-10,2234.38
216762.0,68582.0,2022-12-02,2021-07-08,3333.82
216763.0,58608.0,2025-08-28,2025-01-09,452.2
216764.0,,,2021-01-28,4434.07
216765.0,83869.0,2022-11-02,2021-12-08,2122.24
216766.0,78085.0,,2022-06-11,767.44
216767.0,,2024-06-11,2021-02-07,3670.95
216768.0,88293.0,2025-12-25,2022-10-26,-135.27
,83848.0,2021-12-26,2022-03-24,-40.61
216770.0,,2023-10-15,2025-02-08,
216771.0,96789.0,2021-12-21,2025-11-05,4652.24
216772.0,76808.0,2023-10-17,,
216773.0,91983.0,2021-07-21,2021-08-18,4528.74
216774.0,,2024-02-14,2024-07-20,3668.25
,64715.0,2023-12-01,2022-07-06,-124.36
216776.0,77499.0,2024-12-16,,
216777.0,,2023-04-27,2021-07-22,4138.69
216778.0,63545.0,2025-02-07,,1655.54
216779.0,66952.0,2021-05-28,,848.93
,81530.0,2024-08-28,2024-10-31,3954.91
216781.0,56670.0,2021-07-14,2024-02-17,-41.77
216782.0,98395.0,,2021-01-02,3504.24
216783.0,83554.0,2024-12-19,2025-08-15,3041.25
216784.0,64555.0,2022-09-05,2025-08-30,1290.73
216785.0,52365.0,2021-08-12,2023-06-27,-21.16
216786.0,75629.0,2024-12-03,2025-11-14,1097.72
,85144.0,2021-05-08,2023-03-16,2150.06
216788.0,77041.0,2022-07-08,2022-11-18,343.66
216789.0,,2025-04-18,2022-11-07,3356.01
216790.0,89532.0,,2022-10-06,2854.98
216791.0,95317.0,2023-05-26,2022-08-19,4785.4
216792.0,75987.0,2025-05-04,2021-03-11,4134.21
216793.0,82967.0,2023-07-09,2025-12-24,252.1
216794.0,97359.0,2024-12-26,2021-02-17,768.38
216795.0,70154.0,2021-06-06,2021-10-17,
,80529.0,2025-10-10,2025-02-18,2380.2
216797.0,82448.0,2025-06-12,2023-10-02,1186.34
216798.0,91246.0,2025-09-04,2021-01-18,1185.8
216799.0,,2025-10-04,2022-05-30,2745.44
216800.0,85248.0,2025-02-02,2024-01-02,4720.1
,77957.0,2023-08-09,2024-10-02,648.35
216802.0,82977.0,2025-03-31,2025-01-16,3236.27
216803.0,,2021-05-11,2021-07-12,2931.74
216804.0,73375.0,2025-06-01,2021-06-13,-130.38
216805.0,59336.0,2025-10-22,2021-08-09,1610.73
216806.0,,2024-08-31,2025-06-01,3975.5
216807.0,,2022-02-22,2023-09-22,1986.85
216808.0,66753.0,2023-08-10,2023-05-06,3953.22
216809.0,,2022-07-31,2022-04-02,463.7
,,2025-05-07,2025-01-08,4286.22
216811.0,93052.0,,2022-06-05,1776.73
216812.0,,2021-03-23,2024-09-01,3889.35
216813.0,77112.0,2022-01-14,2021-12-18,4832.52
216814.0,53873.0,2022-07-17,2024-01-28,3240.34
216815.0,,,2021-10-19,2231.66
216816.0,66448.0,2025-03-01,,
,51451.0,2021-12-26,2022-04-22,
216818.0,56537.0,2022-01-16,2022-06-22,4601.85
216819.0,72324.0,2022-02-27,2021-08-19,1734.75
216820.0,,2023-07-10,,2667.98
216821.0,71087.0,2023-04-19,2024-03-06,
216822.0,57720.0,2025-04-28,2024-03-17,4817.44
216823.0,58210.0,2025-09-24,,1761.62
216824.0,75066.0,2022-11-09,2022-09-22,
216825.0,69070.0,2025-09-29,2022-12-19,2732.39
216826.0,63190.0,2022-01-09,2025-04-19,2774.27
216827.0,56622.0,2022-01-20,2023-04-07,3676.86
216828.0,76842.0,2021-03-26,2024-02-22,1806.2
216829.0,67663.0,2024-03-24,2023-07-11,4530.78
216830.0,86543.0,2024-02-18,,3594.3
216831.0,68953.0,2021-12-26,2022-05-22,2758.73
216832.0,60666.0,2025-10-22,2023-10-22,3512.52
216833.0,,2022-10-25,,1166.69
216834.0,78065.0,2025-10-22,2023-06-18,
216835.0,58539.0,2023-09-04,2024-03-11,4127.27
216836.0,66140.0,2023-11-18,2025-05-27,
216837.0,67156.0,2025-10-25,,3821.56
216838.0,60891.0,2021-08-28,,2264.53
216839.0,87435.0,2025-04-28,2025-08-26,4761.66
216840.0,66146.0,2023-10-15,2025-01-13,1695.24
216841.0,63838.0,2025-11-14,2024-10-27,3709.49
216842.0,64856.0,,2025-10-18,2430.24
216843.0,95358.0,2021-08-07,2023-07-29,2147.47
216844.0,70418.0,2023-08-19,2021-06-27,4291.81
216845.0,69157.0,2021-07-30,2022-04-11,1798.53
216846.0,,2024-08-07,2022-11-27,2117.71
216847.0,55742.0,2024-02-23,2021-03-28,2627.66
216848.0,56565.0,2023-09-19,2022-10-22,1828.29
216849.0,61459.0,2022-10-25,2021-11-28,1750.23
216850.0,91001.0,2024-03-29,2024-10-25,2716.94
216851.0,57423.0,2022-10-07,2024-08-14,830.27
216852.0,69488.0,,2025-06-07,3410.78
216853.0,66517.0,2021-02-16,2021-10-03,315.76
216854.0,,2025-07-04,2022-10-07,1399.17
216855.0,85677.0,2023-12-30,2022-07-01,-36.21
216856.0,60620.0,2024-12-06,2024-02-09,2106.43
216857.0,77786.0,2021-01-26,2021-01-23,2435.3
216858.0,75078.0,2023-03-24,2021-09-24,2032.59
216859.0,80386.0,2023-09-13,2021-10-16,4091.6
216860.0,51128.0,2025-11-18,2025-03-02,3309.5
216861.0,99450.0,,2024-03-15,349.75
216862.0,59582.0,2023-05-17,2023-03-23,18.1
216863.0,64310.0,2024-01-02,2022-06-20,2434.54
216864.0,51806.0,,2025-01-23,3135.62
,60188.0,2025-11-18,2024-01-06,3760.02
216866.0,67491.0,2025-02-27,2022-09-28,
216867.0,65732.0,,2023-06-28,1179.99
216868.0,93977.0,2024-11-05,2024-11-18,2480.88
216869.0,90914.0,2022-04-09,2024-05-24,4048.11
216870.0,81027.0,2024-03-04,2023-01-03,
216871.0,,2024-07-27,2022-01-21,4480.83
216872.0,58462.0,2021-09-07,2024-05-10,415.44
216873.0,70112.0,2022-03-01,2023-02-25,836.51
216874.0,81421.0,2023-11-06,2023-09-14,672.62
216875.0,77758.0,2024-05-01,2024-06-25,2361.76
216876.0,67212.0,2021-01-28,2021-01-08,2988.15
216877.0,63796.0,2025-01-12,2021-11-29,3672.54
,63589.0,2023-02-08,,2195.94
216879.0,83160.0,,2021-02-12,1377.75
216880.0,,2023-07-28,2021-10-26,4705.12
216881.0,72970.0,2025-02-18,2022-06-30,433.4
216882.0,61854.0,2025-06-12,2025-05-23,38.2
216883.0,59404.0,2023-04-24,2023-08-11,516.44
216884.0,76201.0,,2024-10-16,336.25
216885.0,95639.0,2022-10-10,,959.38
216886.0,65412.0,2025-05-10,2021-01-28,4360.47
216887.0,77361.0,,2024-10-12,3714.1
216888.0,82711.0,,2024-05-04,3125.88
216889.0,71529.0,2022-07-16,2021-12-11,4705.03
216890.0,88523.0,2025-06-16,2022-12-16,
216891.0,,2024-04-19,2025-02-13,4249.03
216892.0,,2023-07-08,,4092.04
216893.0,59241.0,2024-12-25,2022-09-05,3909.79
,95570.0,2021-04-04,2024-07-03,2124.36
216895.0,56508.0,2025-01-26,2025-07-05,1106.54
216896.0,73823.0,2025-11-18,2024-03-08,3424.03
216897.0,58085.0,,2022-07-25,
216898.0,79376.0,2022-12-07,2022-05-06,1253.76
216899.0,60798.0,2021-07-15,2023-09-22,2076.77
216900.0,57329.0,2023-10-22,2021-11-14,1778.5
216901.0,69042.0,2024-10-30,2024-06-30,303.7
216902.0,59943.0,2024-02-07,2025-04-22,972.35
216903.0,55185.0,2024-11-12,2025-05-16,2203.49
216904.0,56545.0,2023-08-10,2022-09-04,3056.61
216905.0,67852.0,2023-08-04,2023-09-13,
,57577.0,2022-09-27,2022-06-08,1278.81
216907.0,74141.0,2021-11-18,2024-05-10,2986.31
216908.0,62744.0,2023-12-23,2023-08-26,-103.83
216909.0,90035.0,,2021-11-16,1706.82
216910.0,,2021-06-26,2023-01-22,2707.62
216911.0,81985.0,2025-02-07,2023-05-31,2869.28
216912.0,95987.0,2022-03-24,2025-08-19,3151.86
216913.0,,2021-09-17,2023-10-25,
216914.0,,2025-07-11,2024-08-31,4921.91
216915.0,65771.0,2021-10-17,2024-11-05,961.8
216916.0,62707.0,2021-11-03,2021-05-14,1946.44
216917.0,56104.0,2025-01-12,2023-05-24,1366.24
216918.0,57942.0,2024-01-18,2022-07-24,785.23
216919.0,80163.0,2025-09-07,2022-06-12,4617.47
216920.0,75120.0,,2023-07-07,733.15
216921.0,84712.0,2025-06-04,,517.22
,76459.0,2022-08-25,2022-11-16,3983.39
216923.0,85696.0,2025-02-20,2025-12-05,4353.55
216924.0,84924.0,2021-07-05,2023-03-22,4234.84
216925.0,50905.0,2024-06-14,2022-04-29,3015.17
,59559.0,2023-03-12,2024-02-23,3140.61
216927.0,78985.0,2024-12-18,2024-09-21,1091.15
,54196.0,2025-08-29,2022-06-01,2985.52
216929.0,60860.0,,2024-06-14,4342.5
216930.0,85191.0,2024-02-03,2024-10-14,
216931.0,92277.0,2022-09-11,2023-02-05,2292.13
216932.0,91965.0,2023-08-16,2021-10-02,4171.14
216933.0,85393.0,2024-05-19,2023-01-16,616.51
216934.0,97386.0,2022-06-14,2022-12-19,1181.71
216935.0,,2025-10-01,,1377.18
216936.0,,,2022-09-15,324.38
,,2023-12-10,2024-02-09,741.56
216938.0,68092.0,,2022-03-13,2386.18
216939.0,63999.0,2024-01-20,2022-06-17,4971.08
216940.0,71904.0,2025-07-19,2024-04-30,2698.28
216941.0,91636.0,2022-05-07,2024-10-09,3777.26
216942.0,81646.0,2023-02-11,2023-02-11,2924.88
216943.0,73680.0,2023-08-18,2023-11-05,4452.97
216944.0,63877.0,2024-10-21,2023-11-08,4934.06
216945.0,73944.0,2021-09-09,2025-05-17,756.55
